2024-11-08 19:50:16 INFO  [main] o.h.validator.internal.util.Version - HV000001: Hibernate Validator 8.0.1.Final
2024-11-08 19:50:19 INFO  [main] o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2024-11-08 19:50:19 INFO  [main] o.s.mock.web.MockServletContext - Initializing Spring TestDispatcherServlet ''
2024-11-08 19:50:19 INFO  [main] o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2024-11-08 19:50:19 INFO  [main] o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2024-11-08 19:50:19 INFO  [main] o.s.mock.web.MockServletContext - Initializing Spring TestDispatcherServlet ''
2024-11-08 19:50:19 INFO  [main] o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2024-11-08 19:50:19 INFO  [main] o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2024-11-08 19:50:19 INFO  [main] o.s.mock.web.MockServletContext - Initializing Spring TestDispatcherServlet ''
2024-11-08 19:50:19 INFO  [main] o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2024-11-08 19:50:19 INFO  [main] o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2024-11-08 19:50:19 INFO  [main] o.s.mock.web.MockServletContext - Initializing Spring TestDispatcherServlet ''
2024-11-08 19:50:19 INFO  [main] o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2024-11-08 19:50:19 INFO  [main] o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2024-11-08 19:50:19 INFO  [main] o.s.mock.web.MockServletContext - Initializing Spring TestDispatcherServlet ''
2024-11-08 19:50:19 INFO  [main] o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2024-11-08 19:50:19 INFO  [main] o.s.t.w.s.TestDispatcherServlet - Completed initialization in 1 ms
2024-11-08 19:50:19 INFO  [main] o.s.mock.web.MockServletContext - Initializing Spring TestDispatcherServlet ''
2024-11-08 19:50:19 INFO  [main] o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2024-11-08 19:50:19 INFO  [main] o.s.t.w.s.TestDispatcherServlet - Completed initialization in 1 ms
2024-11-08 19:50:19 INFO  [main] o.s.mock.web.MockServletContext - Initializing Spring TestDispatcherServlet ''
2024-11-08 19:50:19 INFO  [main] o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2024-11-08 19:50:19 INFO  [main] o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2024-11-08 19:50:19 INFO  [main] o.s.mock.web.MockServletContext - Initializing Spring TestDispatcherServlet ''
2024-11-08 19:50:19 INFO  [main] o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2024-11-08 19:50:19 INFO  [main] o.s.t.w.s.TestDispatcherServlet - Completed initialization in 1 ms
2024-11-08 19:50:19 INFO  [main] o.s.mock.web.MockServletContext - Initializing Spring TestDispatcherServlet ''
2024-11-08 19:50:19 INFO  [main] o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2024-11-08 19:50:19 INFO  [main] o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2024-11-08 19:50:19 INFO  [main] o.s.mock.web.MockServletContext - Initializing Spring TestDispatcherServlet ''
2024-11-08 19:50:19 INFO  [main] o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2024-11-08 19:50:19 INFO  [main] o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2024-11-08 19:50:19 INFO  [main] o.s.mock.web.MockServletContext - Initializing Spring TestDispatcherServlet ''
2024-11-08 19:50:19 INFO  [main] o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2024-11-08 19:50:19 INFO  [main] o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2024-11-08 19:50:19 INFO  [main] o.s.mock.web.MockServletContext - Initializing Spring TestDispatcherServlet ''
2024-11-08 19:50:19 INFO  [main] o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2024-11-08 19:50:19 INFO  [main] o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2024-11-08 19:50:20 INFO  [main] o.s.mock.web.MockServletContext - Initializing Spring TestDispatcherServlet ''
2024-11-08 19:50:20 INFO  [main] o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2024-11-08 19:50:20 INFO  [main] o.s.t.w.s.TestDispatcherServlet - Completed initialization in 2 ms
2024-11-08 19:50:20 INFO  [main] o.s.mock.web.MockServletContext - Initializing Spring TestDispatcherServlet ''
2024-11-08 19:50:20 INFO  [main] o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2024-11-08 19:50:20 INFO  [main] o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2024-11-08 19:50:20 INFO  [main] o.s.mock.web.MockServletContext - Initializing Spring TestDispatcherServlet ''
2024-11-08 19:50:20 INFO  [main] o.s.t.w.s.TestDispatcherServlet - Initializing Servlet ''
2024-11-08 19:50:20 INFO  [main] o.s.t.w.s.TestDispatcherServlet - Completed initialization in 0 ms
2024-11-08 19:50:20 INFO  [main] o.t.utility.ImageNameSubstitutor - Image name substitution will be performed by: DefaultImageNameSubstitutor (composite of 'ConfigurationFileImageNameSubstitutor' and 'PrefixingImageNameSubstitutor')
2024-11-08 19:50:21 INFO  [main] o.t.d.DockerClientProviderStrategy - Found Docker environment with local Npipe socket (npipe:////./pipe/docker_engine)
2024-11-08 19:50:21 INFO  [main] o.testcontainers.DockerClientFactory - Docker host IP address is localhost
2024-11-08 19:50:21 INFO  [main] o.testcontainers.DockerClientFactory - Connected to docker: 
  Server Version: 27.3.1
  API Version: 1.47
  Operating System: Docker Desktop
  Total Memory: 3868 MB
2024-11-08 19:50:21 INFO  [main] tc.testcontainers/ryuk:0.5.1 - Pulling docker image: testcontainers/ryuk:0.5.1. Please be patient; this may take some time but only needs to be done once.
2024-11-08 19:50:22 INFO  [main] o.t.utility.RegistryAuthLocator - Credential helper/store (docker-credential-desktop) does not have credentials for https://index.docker.io/v1/
2024-11-08 19:50:27 INFO  [docker-java-stream--1761815518] tc.testcontainers/ryuk:0.5.1 - Starting to pull image
2024-11-08 19:50:27 INFO  [docker-java-stream--1761815518] tc.testcontainers/ryuk:0.5.1 - Pulling image layers:  0 pending,  0 downloaded,  0 extracted, (0 bytes/0 bytes)
2024-11-08 19:50:31 INFO  [docker-java-stream--1761815518] tc.testcontainers/ryuk:0.5.1 - Pulling image layers:  2 pending,  1 downloaded,  0 extracted, (786 KB/? MB)
2024-11-08 19:50:35 INFO  [docker-java-stream--1761815518] tc.testcontainers/ryuk:0.5.1 - Pulling image layers:  1 pending,  2 downloaded,  0 extracted, (4 MB/? MB)
2024-11-08 19:50:35 INFO  [docker-java-stream--1761815518] tc.testcontainers/ryuk:0.5.1 - Pulling image layers:  1 pending,  2 downloaded,  1 extracted, (4 MB/? MB)
2024-11-08 19:50:35 INFO  [docker-java-stream--1761815518] tc.testcontainers/ryuk:0.5.1 - Pulling image layers:  1 pending,  2 downloaded,  2 extracted, (4 MB/? MB)
2024-11-08 19:50:36 INFO  [docker-java-stream--1761815518] tc.testcontainers/ryuk:0.5.1 - Pulling image layers:  0 pending,  3 downloaded,  2 extracted, (5 MB/5 MB)
2024-11-08 19:50:36 INFO  [docker-java-stream--1761815518] tc.testcontainers/ryuk:0.5.1 - Pulling image layers:  0 pending,  3 downloaded,  3 extracted, (5 MB/5 MB)
2024-11-08 19:50:36 INFO  [docker-java-stream--1761815518] tc.testcontainers/ryuk:0.5.1 - Pull complete. 3 layers, pulled in 9s (downloaded 5 MB at 636 KB/s)
2024-11-08 19:50:36 INFO  [main] tc.testcontainers/ryuk:0.5.1 - Creating container for image: testcontainers/ryuk:0.5.1
2024-11-08 19:50:37 INFO  [main] tc.testcontainers/ryuk:0.5.1 - Container testcontainers/ryuk:0.5.1 is starting: 48c05cb7361d1eaa940cd2e87937cf48d69f10b64aea0739eb21f34bf5a10f7c
2024-11-08 19:50:38 INFO  [main] tc.testcontainers/ryuk:0.5.1 - Container testcontainers/ryuk:0.5.1 started in PT16.7084716S
2024-11-08 19:50:38 INFO  [main] o.t.utility.RyukResourceReaper - Ryuk started - will monitor and terminate Testcontainers containers on JVM exit
2024-11-08 19:50:38 INFO  [main] o.testcontainers.DockerClientFactory - Checking the system...
2024-11-08 19:50:38 INFO  [main] o.testcontainers.DockerClientFactory - ?? Docker server version should be at least 1.6.0
2024-11-08 19:50:38 INFO  [main] tc.postgres:15 - Creating container for image: postgres:15
2024-11-08 19:50:38 INFO  [main] tc.postgres:15 - Container postgres:15 is starting: 5e26490d152a0ad596d2e621a4a2eae9e4ca5fe6f73627f34170b5ccc20aed50
2024-11-08 19:50:43 INFO  [main] tc.postgres:15 - Container postgres:15 started in PT5.0197198S
2024-11-08 19:50:43 INFO  [main] tc.postgres:15 - Container is started (JDBC URL: jdbc:postgresql://localhost:53282/testdb?loggerLevel=OFF)
2024-11-08 19:50:43 INFO  [main] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Starting...
2024-11-08 19:50:43 INFO  [main] com.zaxxer.hikari.pool.HikariPool - HikariPool-1 - Added connection org.postgresql.jdbc.PgConnection@bc4a9b0
2024-11-08 19:50:43 INFO  [main] com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Start completed.
2024-11-08 19:50:44 INFO  [main] tc.postgres:15 - Creating container for image: postgres:15
2024-11-08 19:50:44 INFO  [main] tc.postgres:15 - Container postgres:15 is starting: f096f3bc654bbba5ed2a683cd71b25f767e3dc9bc9bce95715259bc85aef35fa
2024-11-08 19:50:48 INFO  [main] tc.postgres:15 - Container postgres:15 started in PT4.1782084S
2024-11-08 19:50:48 INFO  [main] tc.postgres:15 - Container is started (JDBC URL: jdbc:postgresql://localhost:53291/testdb?loggerLevel=OFF)
2024-11-08 19:50:48 INFO  [main] com.zaxxer.hikari.HikariDataSource - HikariPool-2 - Starting...
2024-11-08 19:50:48 INFO  [main] com.zaxxer.hikari.pool.HikariPool - HikariPool-2 - Added connection org.postgresql.jdbc.PgConnection@7fc56d61
2024-11-08 19:50:48 INFO  [main] com.zaxxer.hikari.HikariDataSource - HikariPool-2 - Start completed.
2024-11-08 19:50:49 INFO  [main] tc.postgres:15 - Creating container for image: postgres:15
2024-11-08 19:50:49 INFO  [main] tc.postgres:15 - Container postgres:15 is starting: ad098bf7ed8b0f5749f932d532d3379710d4776f8bcd3d506625dae608bb7ba3
2024-11-08 19:50:53 INFO  [main] tc.postgres:15 - Container postgres:15 started in PT4.1232754S
2024-11-08 19:50:53 INFO  [main] tc.postgres:15 - Container is started (JDBC URL: jdbc:postgresql://localhost:53300/testdb?loggerLevel=OFF)
2024-11-08 19:50:53 INFO  [main] com.zaxxer.hikari.HikariDataSource - HikariPool-3 - Starting...
2024-11-08 19:50:53 INFO  [main] com.zaxxer.hikari.pool.HikariPool - HikariPool-3 - Added connection org.postgresql.jdbc.PgConnection@30bf881e
2024-11-08 19:50:53 INFO  [main] com.zaxxer.hikari.HikariDataSource - HikariPool-3 - Start completed.
2024-11-08 19:50:54 INFO  [main] tc.postgres:15 - Creating container for image: postgres:15
2024-11-08 19:50:54 INFO  [main] tc.postgres:15 - Container postgres:15 is starting: f73685e88ce5eab1598c3859ed124b2f616fef3df4cc34d75ab4d417bed04c28
2024-11-08 19:50:59 INFO  [main] tc.postgres:15 - Container postgres:15 started in PT5.3001182S
2024-11-08 19:50:59 INFO  [main] tc.postgres:15 - Container is started (JDBC URL: jdbc:postgresql://localhost:53310/testdb?loggerLevel=OFF)
2024-11-08 19:50:59 INFO  [main] com.zaxxer.hikari.HikariDataSource - HikariPool-4 - Starting...
2024-11-08 19:50:59 INFO  [main] com.zaxxer.hikari.pool.HikariPool - HikariPool-4 - Added connection org.postgresql.jdbc.PgConnection@3d01ea33
2024-11-08 19:50:59 INFO  [main] com.zaxxer.hikari.HikariDataSource - HikariPool-4 - Start completed.
2024-11-08 19:51:03 INFO  [main] tc.postgres:15 - Creating container for image: postgres:15
2024-11-08 19:51:04 INFO  [main] tc.postgres:15 - Container postgres:15 is starting: 6eb95e6c0dfcf5ca6831ee9babd2f07fba5538507511030ba136a013dd0276d5
2024-11-08 19:51:08 INFO  [main] tc.postgres:15 - Container postgres:15 started in PT5.2369269S
2024-11-08 19:51:08 INFO  [main] tc.postgres:15 - Container is started (JDBC URL: jdbc:postgresql://localhost:53320/testdb?loggerLevel=OFF)
2024-11-08 19:51:08 INFO  [main] com.zaxxer.hikari.HikariDataSource - HikariPool-5 - Starting...
2024-11-08 19:51:08 INFO  [main] com.zaxxer.hikari.pool.HikariPool - HikariPool-5 - Added connection org.postgresql.jdbc.PgConnection@58b5d5fc
2024-11-08 19:51:08 INFO  [main] com.zaxxer.hikari.HikariDataSource - HikariPool-5 - Start completed.
2024-11-08 19:51:10 INFO  [main] tc.postgres:15 - Creating container for image: postgres:15
2024-11-08 19:51:10 INFO  [main] tc.postgres:15 - Container postgres:15 is starting: b96c6f4765dc5696231671fd5fc8df425be7a99128426c41e099c31aaf39d052
2024-11-08 19:51:15 INFO  [main] tc.postgres:15 - Container postgres:15 started in PT4.8567553S
2024-11-08 19:51:15 INFO  [main] tc.postgres:15 - Container is started (JDBC URL: jdbc:postgresql://localhost:53326/testdb?loggerLevel=OFF)
2024-11-08 19:51:15 INFO  [main] com.zaxxer.hikari.HikariDataSource - HikariPool-6 - Starting...
2024-11-08 19:51:15 INFO  [main] com.zaxxer.hikari.pool.HikariPool - HikariPool-6 - Added connection org.postgresql.jdbc.PgConnection@690677de
2024-11-08 19:51:15 INFO  [main] com.zaxxer.hikari.HikariDataSource - HikariPool-6 - Start completed.
2024-11-08 19:51:16 INFO  [main] tc.postgres:15 - Creating container for image: postgres:15
2024-11-08 19:51:16 INFO  [main] tc.postgres:15 - Container postgres:15 is starting: 88707a6790f00482196f29a14dfd8c24a166b931b3a4bcf752dcf290afa3ad95
2024-11-08 19:51:24 INFO  [main] tc.postgres:15 - Container postgres:15 started in PT8.4549891S
2024-11-08 19:51:24 INFO  [main] tc.postgres:15 - Container is started (JDBC URL: jdbc:postgresql://localhost:53333/testdb?loggerLevel=OFF)
2024-11-08 19:51:24 INFO  [main] com.zaxxer.hikari.HikariDataSource - HikariPool-7 - Starting...
2024-11-08 19:51:24 INFO  [main] com.zaxxer.hikari.pool.HikariPool - HikariPool-7 - Added connection org.postgresql.jdbc.PgConnection@fd0e118
2024-11-08 19:51:24 INFO  [main] com.zaxxer.hikari.HikariDataSource - HikariPool-7 - Start completed.
2024-11-08 19:51:25 INFO  [main] tc.postgres:15 - Creating container for image: postgres:15
2024-11-08 19:51:25 INFO  [main] tc.postgres:15 - Container postgres:15 is starting: b1dd8d959cb7c64aaf5222b02a33f2b33e594ddc5a1e24e11555080ec6a3d890
2024-11-08 19:51:31 INFO  [main] tc.postgres:15 - Container postgres:15 started in PT5.3932516S
2024-11-08 19:51:31 INFO  [main] tc.postgres:15 - Container is started (JDBC URL: jdbc:postgresql://localhost:53341/testdb?loggerLevel=OFF)
2024-11-08 19:51:31 INFO  [main] com.zaxxer.hikari.HikariDataSource - HikariPool-8 - Starting...
2024-11-08 19:51:31 INFO  [main] com.zaxxer.hikari.pool.HikariPool - HikariPool-8 - Added connection org.postgresql.jdbc.PgConnection@4f0c1409
2024-11-08 19:51:31 INFO  [main] com.zaxxer.hikari.HikariDataSource - HikariPool-8 - Start completed.
2024-11-08 19:51:32 INFO  [main] tc.postgres:15 - Creating container for image: postgres:15
2024-11-08 19:51:33 INFO  [main] tc.postgres:15 - Container postgres:15 is starting: 8e8c5f57e4ec77dd428aef908fc636f9845c7ee886eaae5ff1aac33f3f8517b7
2024-11-08 19:51:37 INFO  [main] tc.postgres:15 - Container postgres:15 started in PT5.0266481S
2024-11-08 19:51:37 INFO  [main] tc.postgres:15 - Container is started (JDBC URL: jdbc:postgresql://localhost:53348/testdb?loggerLevel=OFF)
2024-11-08 19:51:37 INFO  [main] com.zaxxer.hikari.HikariDataSource - HikariPool-9 - Starting...
2024-11-08 19:51:37 INFO  [main] com.zaxxer.hikari.pool.HikariPool - HikariPool-9 - Added connection org.postgresql.jdbc.PgConnection@25c548d1
2024-11-08 19:51:37 INFO  [main] com.zaxxer.hikari.HikariDataSource - HikariPool-9 - Start completed.
2024-11-08 19:51:41 INFO  [main] tc.postgres:15 - Creating container for image: postgres:15
2024-11-08 19:51:42 INFO  [main] tc.postgres:15 - Container postgres:15 is starting: 9b623c6f570bf1a573229fb77511fb5cf2ad6c02fa02dbc0411e3d70f842332e
2024-11-08 19:51:46 INFO  [main] tc.postgres:15 - Container postgres:15 started in PT5.1350921S
2024-11-08 19:51:46 INFO  [main] tc.postgres:15 - Container is started (JDBC URL: jdbc:postgresql://localhost:53356/testdb?loggerLevel=OFF)
2024-11-08 19:51:46 INFO  [main] com.zaxxer.hikari.HikariDataSource - HikariPool-10 - Starting...
2024-11-08 19:51:46 INFO  [main] com.zaxxer.hikari.pool.HikariPool - HikariPool-10 - Added connection org.postgresql.jdbc.PgConnection@aa794a3
2024-11-08 19:51:46 INFO  [main] com.zaxxer.hikari.HikariDataSource - HikariPool-10 - Start completed.
2024-11-08 19:51:48 INFO  [main] tc.postgres:15 - Creating container for image: postgres:15
2024-11-08 19:51:48 INFO  [main] tc.postgres:15 - Container postgres:15 is starting: f083ccb8d53bd0db70f3e5f6462e5ec422cbf4ca4fb6ea25c73e759bb9d1a323
2024-11-08 19:51:53 INFO  [main] tc.postgres:15 - Container postgres:15 started in PT5.2368995S
2024-11-08 19:51:53 INFO  [main] tc.postgres:15 - Container is started (JDBC URL: jdbc:postgresql://localhost:53362/testdb?loggerLevel=OFF)
2024-11-08 19:51:53 INFO  [main] com.zaxxer.hikari.HikariDataSource - HikariPool-11 - Starting...
2024-11-08 19:51:53 INFO  [main] com.zaxxer.hikari.pool.HikariPool - HikariPool-11 - Added connection org.postgresql.jdbc.PgConnection@372f7bc
2024-11-08 19:51:53 INFO  [main] com.zaxxer.hikari.HikariDataSource - HikariPool-11 - Start completed.
2024-11-08 19:51:54 INFO  [main] tc.postgres:15 - Creating container for image: postgres:15
2024-11-08 19:51:57 INFO  [main] tc.postgres:15 - Container postgres:15 is starting: e53caf3883f612512f21f21094c34b9f62e175c10b8a391231d89a7a8d22087e
2024-11-08 19:52:05 INFO  [main] tc.postgres:15 - Container postgres:15 started in PT10.8177248S
2024-11-08 19:52:05 INFO  [main] tc.postgres:15 - Container is started (JDBC URL: jdbc:postgresql://localhost:53370/testdb?loggerLevel=OFF)
2024-11-08 19:52:05 INFO  [main] com.zaxxer.hikari.HikariDataSource - HikariPool-12 - Starting...
2024-11-08 19:52:05 INFO  [main] com.zaxxer.hikari.pool.HikariPool - HikariPool-12 - Added connection org.postgresql.jdbc.PgConnection@c3d4bd7
2024-11-08 19:52:05 INFO  [main] com.zaxxer.hikari.HikariDataSource - HikariPool-12 - Start completed.
2024-11-08 19:52:06 INFO  [main] tc.postgres:15 - Creating container for image: postgres:15
2024-11-08 19:52:06 INFO  [main] tc.postgres:15 - Container postgres:15 is starting: e9dd481b53b883fdecdeb251531eaac9c6b820cf9c2042a05c38a2bd279c7bb7
2024-11-08 19:52:11 INFO  [main] tc.postgres:15 - Container postgres:15 started in PT4.4547375S
2024-11-08 19:52:11 INFO  [main] tc.postgres:15 - Container is started (JDBC URL: jdbc:postgresql://localhost:53379/testdb?loggerLevel=OFF)
2024-11-08 19:52:11 INFO  [main] com.zaxxer.hikari.HikariDataSource - HikariPool-13 - Starting...
2024-11-08 19:52:11 INFO  [main] com.zaxxer.hikari.pool.HikariPool - HikariPool-13 - Added connection org.postgresql.jdbc.PgConnection@15ce261
2024-11-08 19:52:11 INFO  [main] com.zaxxer.hikari.HikariDataSource - HikariPool-13 - Start completed.
2024-11-08 19:52:12 INFO  [main] tc.postgres:latest - Pulling docker image: postgres:latest. Please be patient; this may take some time but only needs to be done once.
2024-11-08 19:52:16 INFO  [docker-java-stream-1452435350] tc.postgres:latest - Starting to pull image
2024-11-08 19:52:16 INFO  [docker-java-stream-1452435350] tc.postgres:latest - Pulling image layers:  0 pending,  0 downloaded,  0 extracted, (0 bytes/0 bytes)
2024-11-08 19:52:19 INFO  [docker-java-stream-1452435350] tc.postgres:latest - Pulling image layers: 13 pending,  1 downloaded,  0 extracted, (45 KB/? MB)
2024-11-08 19:52:19 INFO  [docker-java-stream-1452435350] tc.postgres:latest - Pulling image layers: 13 pending,  1 downloaded,  1 extracted, (155 KB/? MB)
2024-11-08 19:52:21 INFO  [docker-java-stream-1452435350] tc.postgres:latest - Pulling image layers: 12 pending,  2 downloaded,  1 extracted, (2 MB/? MB)
2024-11-08 19:52:27 INFO  [docker-java-stream-1452435350] tc.postgres:latest - Pulling image layers: 11 pending,  3 downloaded,  1 extracted, (6 MB/? MB)
2024-11-08 19:52:32 INFO  [docker-java-stream-1452435350] tc.postgres:latest - Pulling image layers: 10 pending,  4 downloaded,  1 extracted, (8 MB/? MB)
2024-11-08 19:52:38 INFO  [docker-java-stream-1452435350] tc.postgres:latest - Pulling image layers:  9 pending,  5 downloaded,  1 extracted, (10 MB/? MB)
2024-11-08 19:52:38 INFO  [docker-java-stream-1452435350] tc.postgres:latest - Pulling image layers:  9 pending,  5 downloaded,  2 extracted, (10 MB/? MB)
2024-11-08 19:52:39 INFO  [docker-java-stream-1452435350] tc.postgres:latest - Pulling image layers:  8 pending,  6 downloaded,  2 extracted, (10 MB/? MB)
2024-11-08 19:52:39 INFO  [docker-java-stream-1452435350] tc.postgres:latest - Pulling image layers:  8 pending,  6 downloaded,  3 extracted, (10 MB/? MB)
2024-11-08 19:52:46 INFO  [docker-java-stream-1452435350] tc.postgres:latest - Pulling image layers:  7 pending,  7 downloaded,  3 extracted, (12 MB/? MB)
2024-11-08 19:52:48 INFO  [docker-java-stream-1452435350] tc.postgres:latest - Pulling image layers:  6 pending,  8 downloaded,  3 extracted, (14 MB/? MB)
2024-11-08 19:52:50 INFO  [docker-java-stream-1452435350] tc.postgres:latest - Pulling image layers:  5 pending,  9 downloaded,  3 extracted, (16 MB/? MB)
2024-11-08 19:52:52 INFO  [docker-java-stream-1452435350] tc.postgres:latest - Pulling image layers:  4 pending, 10 downloaded,  3 extracted, (18 MB/? MB)
2024-11-08 19:52:54 INFO  [docker-java-stream-1452435350] tc.postgres:latest - Pulling image layers:  3 pending, 11 downloaded,  3 extracted, (20 MB/? MB)
2024-11-08 19:52:54 INFO  [docker-java-stream-1452435350] tc.postgres:latest - Pulling image layers:  2 pending, 12 downloaded,  3 extracted, (20 MB/? MB)
2024-11-08 19:52:55 INFO  [docker-java-stream-1452435350] tc.postgres:latest - Pulling image layers:  2 pending, 12 downloaded,  4 extracted, (23 MB/? MB)
2024-11-08 19:52:56 INFO  [docker-java-stream-1452435350] tc.postgres:latest - Pulling image layers:  2 pending, 12 downloaded,  5 extracted, (23 MB/? MB)
2024-11-08 19:52:56 INFO  [docker-java-stream-1452435350] tc.postgres:latest - Pulling image layers:  2 pending, 12 downloaded,  6 extracted, (23 MB/? MB)
2024-11-08 19:52:56 INFO  [docker-java-stream-1452435350] tc.postgres:latest - Pulling image layers:  2 pending, 12 downloaded,  7 extracted, (23 MB/? MB)
2024-11-08 19:55:46 INFO  [docker-java-stream-1452435350] tc.postgres:latest - Pulling image layers:  1 pending, 13 downloaded,  7 extracted, (119 MB/? MB)
2024-11-08 19:56:04 INFO  [docker-java-stream-1452435350] tc.postgres:latest - Pulling image layers:  1 pending, 13 downloaded,  8 extracted, (119 MB/? MB)
2024-11-08 19:56:05 INFO  [docker-java-stream-1452435350] tc.postgres:latest - Pulling image layers:  1 pending, 13 downloaded,  9 extracted, (119 MB/? MB)
2024-11-08 19:56:05 INFO  [docker-java-stream-1452435350] tc.postgres:latest - Pulling image layers:  1 pending, 13 downloaded, 10 extracted, (119 MB/? MB)
2024-11-08 19:56:05 INFO  [docker-java-stream-1452435350] tc.postgres:latest - Pulling image layers:  1 pending, 13 downloaded, 11 extracted, (119 MB/? MB)
2024-11-08 19:56:05 INFO  [docker-java-stream-1452435350] tc.postgres:latest - Pulling image layers:  1 pending, 13 downloaded, 12 extracted, (119 MB/? MB)
